Name,Team,G,PA,HR,R,RBI,SB,BB%,K%,ISO,BABIP,AVG,OBP,SLG,wOBA,xwOBA,wRC+,BsR,Off,Def,WAR,playerid
Josh Sharpless,PIT,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5567
Evan MacLane,STL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5576
Arnold Leon,- - -,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5595
Ryan Brasier,- - -,103,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5615
Ryan Braun,KCR,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5648
Jamie Vermilyea,TOR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5660
Carlos Guevara,SDP,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5692
Josh Lueke,- - -,72,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5722
Jose De Paula,NYY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5744
Bruce Rondon,- - -,158,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5766
Tom Mastny,CLE,80,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5768
Jorge Rondon,- - -,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5791
Fautino De Los Santos,OAK,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5841
Daniel Davidson,LAA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5869
Carlos Muniz,NYM,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5878
Darin Downs,- - -,92,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5903
Bob McCrory,BAL,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5924
Chad Orvella,TBD,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5952
Pedro Viola,- - -,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5971
Jonathan Papelbon,- - -,672,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5975
Francisley Bueno,- - -,56,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5980
Jordan Tata,DET,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,5999
Jim Hoey,- - -,61,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6007
Kelvin Herrera,- - -,520,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6033
James Houser,FLA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6113
Brian Rogers,PIT,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6123
Juan Jaime,ATL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6127
Justin James,OAK,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6140
Dusty Hughes,- - -,80,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6164
Jon Coutlangus,CIN,64,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6182
Dustin Molleken,DET,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6200
Diego Moreno,- - -,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6238
Dennis Dove,STL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6240
Juan Abreu,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6306
Chris Ray,- - -,242,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6315
Al Alburquerque,- - -,264,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6324
Ryan Feierabend,- - -,33,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6336
Ehren Wassermann,CHW,57,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6380
Stuart Pomeranz,BAL,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6382
Luis Perez,TOR,78,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6389
Rafael Rodriguez,- - -,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6417
Warner Madrigal,TEX,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6419
Rich Thompson,- - -,82,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6422
Donnie Joseph,KCR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6491
Robert Stock,SDP,42,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6576
Anthony Vasquez,SEA,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6577
Waldis Joaquin,SFG,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6580
Pat McCoy,DET,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6605
Pedro Figueroa,- - -,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6616
Jhonny Nunez,CHW,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6640
Jim Henderson,- - -,155,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6653
Francisco Rodriguez,LAA,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6688
Luke Putkonen,DET,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6736
Cesar Cabral,- - -,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6741
Anthony Ortega,LAA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6745
Tyler Sturdevant,TBR,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6780
Brett Campbell,WSN,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6842
Nick Adenhart,LAA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6879
Eddie Gamboa,TBR,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6911
Bobby Mosebach,LAA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6927
Joakim Soria,- - -,710,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6941
Bobby Cassevah,LAA,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6950
Yohan Pino,- - -,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,6955
Ryan Pressly,- - -,362,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7005
Chris Waters,BAL,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7015
Steve Andrade,KCR,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7018
Eric Fornataro,STL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7042
Mike Schultz,ARI,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7057
Dustin Antolin,TOR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7119
Sergio Escalona,- - -,63,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7122
Jeff Harris,SEA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7189
Greg Holland,- - -,466,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7196
Josh Rupe,- - -,86,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7206
Evan Crawford,TOR,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7249
Cory Doyne,BAL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7262
Kurt Birkins,- - -,60,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7266
Preston Guilmet,- - -,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7303
Matt Fox,- - -,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7320
Scott Lewis,CLE,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7322
Joe Bisenius,- - -,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7370
Deunte Heath,CHW,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7371
Josh Newman,- - -,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7383
Geno Espineli,SFG,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7405
Bradin Hagens,ARI,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7422
Jeff Marquez,- - -,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7456
Jim Miller,- - -,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7458
Steven Register,- - -,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7463
Jack Egbert,- - -,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7487
Tommy Layne,- - -,216,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7501
David Patton,CHC,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7503
Kyle Waldrop,MIN,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7513
Evan Scribner,- - -,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7525
Tommy Hottovy,- - -,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7542
Jake McGee,- - -,522,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7550
Jarrett Grube,LAA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7553
Colt Hynes,- - -,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7560
Justin Freeman,CIN,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7568
Brian Sikorski,- - -,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7603
Jeff Gray,- - -,115,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7718
Bobby LaFromboise,- - -,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7758
Masumi Kuwata,PIT,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7782
Richard Bleier,- - -,164,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7803
Andrew Taylor,LAA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7896
Matt Daley,- - -,112,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7952
Joe Ortiz,TEX,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7955
Chuckie Fick,- - -,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7978
Matt West,- - -,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7980
Joe Winkelsas,MIL,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7988
Edwin Moreno,SDP,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,7993
Wes Whisler,CHW,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8023
Chris Lambert,- - -,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8047
Bryan Shaw,- - -,606,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8110
Neil Wagner,- - -,52,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8162
Cole DeVries,MIN,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8201
Darren Clarke,COL,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8226
David Robertson,- - -,661,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8241
Lucas Luetge,SEA,111,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8337
AJ Ramos,- - -,374,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8350
Alberto Cabrera,CHC,32,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8352
Jason Windsor,OAK,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8373
Steve Geltz,- - -,110,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8402
Erik Davis,WSN,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8422
Jordan Norberto,- - -,78,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8432
Bryan Price,CLE,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8436
Michael Brady,OAK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8461
Robbie Weinhardt,DET,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8479
Danny Farquhar,- - -,254,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8501
Jeff Beliveau,- - -,86,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8504
Michael Kohn,- - -,132,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8505
Brian Wolfe,TOR,72,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8515
Carlos Rosa,- - -,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8529
Chris Carpenter,- - -,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8556
Bobby Jenks,- - -,316,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8645
Scott Barnes,CLE,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8718
Daniel Schlereth,- - -,94,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8739
Ryan Perry,- - -,156,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8799
Wilking Rodriguez,KCR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8801
Arcenio Leon,DET,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8846
Ryan Cook,- - -,236,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8855
David Martinez,HOU,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8893
Mauricio Robles,PHI,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,8895
Jeremy Bleich,OAK,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9069
Zach Putnam,- - -,145,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9080
Cody Eppley,- - -,71,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9095
Jaye Chapman,CHC,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9096
Gregory Infante,CHW,67,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9119
Charlie Leesman,CHW,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9124
Erik Hamren,SDP,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9133
Ryan Verdugo,KCR,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9154
Charles Brewer,ARI,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9155
Lester Oliveros,- - -,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9167
Zach Clark,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9189
Vic Black,- - -,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9195
Alex Wilson,- - -,303,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9239
Simon Castro,- - -,41,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9243
David Carpenter,- - -,34,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9244
Chad Beck,TOR,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9258
Ryan Dennick,CIN,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9261
Michael Belfiore,BAL,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9324
Mike Crotta,PIT,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9337
Brett Sinkbeil,FLA,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9364
John Holdzkom,PIT,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9392
Daniel Stange,- - -,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9404
Zac Rosscup,- - -,116,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9419
Ryan Buchter,- - -,257,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9456
Steven Ames,MIA,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9615
Brian Moran,MIA,10,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9646
Jose Ortega,DET,14,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9651
Mike Zagurski,- - -,91,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9683
Blake Smith,CHW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9780
Murphy Smith,TOR,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9812
Brad Kilby,OAK,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9823
Joey Devine,- - -,88,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9862
Steve Garrison,NYY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9869
Michael Kirkman,- - -,96,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9877
Lance Broadway,- - -,27,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,9885
Taylor Thompson,CHW,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10019
Patrick Schuster,- - -,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10029
Ashur Tolliver,- - -,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10044
Chris Dwyer,KCR,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10045
Caleb Cotham,- - -,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10075
Caleb Thielbar,MIN,109,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10078
Keith Butler,STL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10080
Dane de la Rosa,- - -,90,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10095
Aaron Crow,KCR,254,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10149
Jose Ramirez,- - -,124,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10171
Edgar Olmos,- - -,11,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10174
Melvin Mercedes,DET,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10181
Ryota Igarashi,- - -,83,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10232
Rafael Martin,WSN,21,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10258
Omar Beltre,TEX,2,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10259
Justin Marks,- - -,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10265
Tanner Scheppers,TEX,180,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10267
Chad Bell,DET,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10297
Roman Mendez,- - -,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10307
Giovanni Soto,CLE,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10330
Juan Minaya,CHW,125,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10341
Brooks Pounders,- - -,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10387
Yoervis Medina,- - -,146,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10498
Mario Hollands,PHI,50,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10504
Hunter Cervenka,- - -,73,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10510
Daniel Webb,CHW,94,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10558
Seth Rosin,- - -,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10606
Madison Younginer,ATL,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10636
Andrew Bellatti,TBR,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10657
Stephen Pryor,SEA,35,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10663
Red Patterson,LAD,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10710
Jake Dunning,SFG,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10803
Michael Mariot,- - -,44,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10835
Perci Garner,CLE,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10887
Kenneth Roberts,- - -,15,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10938
Ben Rowen,- - -,12,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,10983
Christopher Rearick,SDP,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11050
Yhonathan Barrios,MIL,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11166
C.J. Riefenhauser,TBR,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11193
Kevin Chapman,HOU,58,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11240
Aaron Barrett,WSN,93,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11243
Rob Rasmussen,- - -,30,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11250
Josh Spence,SDP,51,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11260
Logan Darnell,MIN,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11261
Sean Nolin,- - -,8,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11341
Seth Frankoff,CHC,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11346
Pat Dean,MIN,19,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11350
A.J. Achter,- - -,45,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11387
Danny Barnes,TOR,119,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11388
Alex Wimmers,MIN,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11394
Daniel Burawa,- - -,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11397
Joely Rodriguez,PHI,39,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11487
Parker Bridwell,- - -,28,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11502
Jeff Ferrell,DET,20,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11506
Brandon Cunniff,ATL,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11509
Dayan Diaz,- - -,16,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11543
Lendy Castillo,CHC,13,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11562
Conor Mullee,NYY,3,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11580
Dovydas Neverauskas,PIT,59,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11604
Yoshinori Tateyama,TEX,53,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11651
Toru Murata,CLE,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11652
Mayckol Guaipe,SEA,26,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11663
Josh Lucas,- - -,22,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11686
Tayron Guerrero,- - -,113,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11691
Carlos Ramirez,- - -,17,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11743
Chance Ruffin,- - -,24,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11745
Myles Jaye,DET,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11769
Steve Delabar,- - -,190,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11827
Chris Martin,- - -,144,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11847
Jason Adam,- - -,54,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11861
Brett Bochy,SFG,7,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11867
Enderson Franco,SFG,5,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11896
David Rollins,SEA,31,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11928
Taylor Cole,- - -,57,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,11964
Scott Snodgress,CHW,4,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12020
J.R. Graham,MIN,40,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12042
Scott McGough,MIA,6,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12056
Matt Stites,ARI,48,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12165
Akeel Morris,- - -,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12185
Cody Hall,- - -,9,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12232
Matthew Tracy,NYY,1,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12240
Ryan Sherriff,STL,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12249
Nefi Ogando,- - -,18,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12253
Leonel Campos,- - -,38,0,0,0,0,0,0,0,0,0,0,0,0,0,,,0,0,0,0,12277
